,name,genre,type,episodes,rating,members
2011,Oh! Edo Rocket,Drama,TV,26,7.38,8221
2011,Oh! Edo Rocket,Fantasy,TV,26,7.38,8221
2011,Oh! Edo Rocket,Historical,TV,26,7.38,8221
2011,Oh! Edo Rocket,Sci-Fi,TV,26,7.38,8221
2012,Ookami-san to Shichinin no Nakama-tachi,Comedy,TV,12,7.38,145982
2012,Ookami-san to Shichinin no Nakama-tachi,Parody,TV,12,7.38,145982
2012,Ookami-san to Shichinin no Nakama-tachi,Romance,TV,12,7.38,145982
2013,Planetarian: Hoshi no Hito,Magic,Movie,1,7.38,9461
2014,Rain Town,Drama,ONA,1,7.38,12489
2015,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,Comedy,OVA,1,7.38,2242
2015,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,Martial Arts,OVA,1,7.38,2242
2015,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,Slice of Life,OVA,1,7.38,2242
2016,RideBack,Action,TV,12,7.38,32835
2016,RideBack,Drama,TV,12,7.38,32835
2016,RideBack,Mecha,TV,12,7.38,32835
2016,RideBack,School,TV,12,7.38,32835
2016,RideBack,Sci-Fi,TV,12,7.38,32835
2017,Saki Achiga-hen: Episode of Side-A,Game,TV,12,7.38,22358
2017,Saki Achiga-hen: Episode of Side-A,School,TV,12,7.38,22358
2017,Saki Achiga-hen: Episode of Side-A,Slice of Life,TV,12,7.38,22358
2018,School Rumble San Gakki,Comedy,OVA,2,7.38,41898
2018,School Rumble San Gakki,Romance,OVA,2,7.38,41898
2018,School Rumble San Gakki,School,OVA,2,7.38,41898
2018,School Rumble San Gakki,Shounen,OVA,2,7.38,41898
2019,Shikabane Hime: Aka,Action,TV,13,7.38,71502
2019,Shikabane Hime: Aka,Horror,TV,13,7.38,71502
2019,Shikabane Hime: Aka,Martial Arts,TV,13,7.38,71502
2020,Solty Rei,Action,TV,24,7.38,17943
2020,Solty Rei,Sci-Fi,TV,24,7.38,17943
2020,Solty Rei,Super Power,TV,24,7.38,17943
2021,Soukyuu no Fafner: Dead Aggressor,Action,TV,25,7.38,27516
2021,Soukyuu no Fafner: Dead Aggressor,Drama,TV,25,7.38,27516
2021,Soukyuu no Fafner: Dead Aggressor,Mecha,TV,25,7.38,27516
2021,Soukyuu no Fafner: Dead Aggressor,Military,TV,25,7.38,27516
2021,Soukyuu no Fafner: Dead Aggressor,Sci-Fi,TV,25,7.38,27516
2022,Spiral: Suiri no Kizuna,Drama,TV,25,7.38,36187
2022,Spiral: Suiri no Kizuna,Mystery,TV,25,7.38,36187
2022,Spiral: Suiri no Kizuna,Shounen,TV,25,7.38,36187
2023,The iDOLM@STER Cinderella Girls 2nd Season,Comedy,TV,12,7.38,16736
2023,The iDOLM@STER Cinderella Girls 2nd Season,Drama,TV,12,7.38,16736
2023,The iDOLM@STER Cinderella Girls 2nd Season,Music,TV,12,7.38,16736
2024,Tiger Mask,Action,TV,105,7.38,4031
2024,Tiger Mask,Drama,TV,105,7.38,4031
2024,Tiger Mask,Shounen,TV,105,7.38,4031
2024,Tiger Mask,Sports,TV,105,7.38,4031
2025,Tokyo Marble Chocolate,Romance,OVA,2,7.38,15425
2025,Tokyo Marble Chocolate,Slice of Life,OVA,2,7.38,15425
2026,Zoids Genesis,Action,TV,50,7.38,9559
2026,Zoids Genesis,Adventure,TV,50,7.38,9559
2026,Zoids Genesis,Comedy,TV,50,7.38,9559
2026,Zoids Genesis,Mecha,TV,50,7.38,9559
2026,Zoids Genesis,Military,TV,50,7.38,9559
2027,Amagami SS OVA,Romance,OVA,6,7.37,31010
2027,Amagami SS OVA,School,OVA,6,7.37,31010
2028,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,Comedy,Special,1,7.37,15135
2028,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,Magic,Special,1,7.37,15135
2028,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,Romance,Special,1,7.37,15135
2028,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,Shoujo,Special,1,7.37,15135
2029,Captain Tsubasa J,Action,TV,47,7.37,13927
2029,Captain Tsubasa J,Shounen,TV,47,7.37,13927
2029,Captain Tsubasa J,Sports,TV,47,7.37,13927
2031,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,Adventure,TV,52,7.37,3363
2031,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,Comedy,TV,52,7.37,3363
2031,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,Drama,TV,52,7.37,3363
2031,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,Fantasy,TV,52,7.37,3363
2031,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,Kids,TV,52,7.37,3363
2032,D.C.II S.S.: Da Capo II Second Season,Comedy,TV,13,7.37,20581
2032,D.C.II S.S.: Da Capo II Second Season,Drama,TV,13,7.37,20581
2032,D.C.II S.S.: Da Capo II Second Season,Fantasy,TV,13,7.37,20581
2032,D.C.II S.S.: Da Capo II Second Season,Harem,TV,13,7.37,20581
2032,D.C.II S.S.: Da Capo II Second Season,Romance,TV,13,7.37,20581
2033,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,Adventure,OVA,1,7.37,10294
2033,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,Comedy,OVA,1,7.37,10294
2033,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,Mystery,OVA,1,7.37,10294
2033,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,Shounen,OVA,1,7.37,10294
2034,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation,Adventure,OVA,1,7.37,7666
2034,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation,Comedy,OVA,1,7.37,7666
2034,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation,Mystery,OVA,1,7.37,7666
2034,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation,Police,OVA,1,7.37,7666
2034,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation,Shounen,OVA,1,7.37,7666
2035,Digimon Adventure 02,Action,TV,50,7.37,120268
2035,Digimon Adventure 02,Adventure,TV,50,7.37,120268
2035,Digimon Adventure 02,Comedy,TV,50,7.37,120268
2035,Digimon Adventure 02,Drama,TV,50,7.37,120268
2035,Digimon Adventure 02,Fantasy,TV,50,7.37,120268
2035,Digimon Adventure 02,Kids,TV,50,7.37,120268
2036,Doraemon Movie 12: Nobita no Dorabian Nights,Adventure,Movie,1,7.37,1833
2036,Doraemon Movie 12: Nobita no Dorabian Nights,Comedy,Movie,1,7.37,1833
2036,Doraemon Movie 12: Nobita no Dorabian Nights,Fantasy,Movie,1,7.37,1833
2036,Doraemon Movie 12: Nobita no Dorabian Nights,Kids,Movie,1,7.37,1833
2036,Doraemon Movie 12: Nobita no Dorabian Nights,Shounen,Movie,1,7.37,1833
2037,Fushigi Yuugi OVA 2,Adventure,OVA,6,7.37,13508
2037,Fushigi Yuugi OVA 2,Drama,OVA,6,7.37,13508
2037,Fushigi Yuugi OVA 2,Fantasy,OVA,6,7.37,13508
2037,Fushigi Yuugi OVA 2,Historical,OVA,6,7.37,13508
2037,Fushigi Yuugi OVA 2,Martial Arts,OVA,6,7.37,13508
2037,Fushigi Yuugi OVA 2,Romance,OVA,6,7.37,13508
2037,Fushigi Yuugi OVA 2,Shoujo,OVA,6,7.37,13508
2038,Galaxy Angel 3 Specials,Comedy,Special,2,7.37,2574
2038,Galaxy Angel 3 Specials,Sci-Fi,Special,2,7.37,2574
2039,Galaxy Angel 4,Comedy,TV,13,7.37,5046
2039,Galaxy Angel 4,Sci-Fi,TV,13,7.37,5046
2040,Ghost in the Shell: Nyuumon Arise,Comedy,TV,26,7.37,4636
2041,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,Comedy,Special,26,7.37,14240
2041,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,Mecha,Special,26,7.37,14240
2041,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,Sci-Fi,Special,26,7.37,14240
2042,Girls und Panzer der Film: Arisu War!,Military,Special,1,7.36,6548
2042,Girls und Panzer der Film: Arisu War!,School,Special,1,7.36,6548
2043,Hellsing: The Dawn,Action,Special,3,7.37,40548
2043,Hellsing: The Dawn,Horror,Special,3,7.37,40548
2043,Hellsing: The Dawn,Seinen,Special,3,7.37,40548
2043,Hellsing: The Dawn,Supernatural,Special,3,7.37,40548
2043,Hellsing: The Dawn,Vampire,Special,3,7.37,40548
2044,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,Comedy,Special,6,7.37,18288
2044,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,Ecchi,Special,6,7.37,18288
2045,High School DxD Specials,Comedy,Special,6,7.37,75439
2045,High School DxD Specials,Demons,Special,6,7.37,75439
2045,High School DxD Specials,Ecchi,Special,6,7.37,75439
2045,High School DxD Specials,Harem,Special,6,7.37,75439
2045,High School DxD Specials,Romance,Special,6,7.37,75439
2045,High School DxD Specials,School,Special,6,7.37,75439
2046,Hunter x Hunter Pilot,Action,OVA,1,7.37,10375
2046,Hunter x Hunter Pilot,Adventure,OVA,1,7.37,10375
2046,Hunter x Hunter Pilot,Shounen,OVA,1,7.37,10375
2046,Hunter x Hunter Pilot,Super Power,OVA,1,7.37,10375
2047,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,Fantasy,Special,1,7.37,555
2047,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,Magic,Special,1,7.37,555
2047,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,School,Special,1,7.37,555
2047,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,Shoujo,Special,1,7.37,555
2048,Jormungand: Perfect Order - First Stage Soushuuhen,Action,Special,1,7.37,6522
2048,Jormungand: Perfect Order - First Stage Soushuuhen,Adventure,Special,1,7.37,6522
2048,Jormungand: Perfect Order - First Stage Soushuuhen,Seinen,Special,1,7.37,6522
2049,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!",Comedy,Movie,1,7.37,1577
2050,Mangaka-san to Assistant-san to The Animation,Comedy,TV,12,7.37,108642
2050,Mangaka-san to Assistant-san to The Animation,Ecchi,TV,12,7.37,108642
2050,Mangaka-san to Assistant-san to The Animation,Harem,TV,12,7.37,108642
2050,Mangaka-san to Assistant-san to The Animation,Seinen,TV,12,7.37,108642
2050,Mangaka-san to Assistant-san to The Animation,Slice of Life,TV,12,7.37,108642
2051,Mangaka-san to Assistant-san to The Animation Specials,Comedy,Special,6,7.37,21564
2051,Mangaka-san to Assistant-san to The Animation Specials,Ecchi,Special,6,7.37,21564
2051,Mangaka-san to Assistant-san to The Animation Specials,Harem,Special,6,7.37,21564
2051,Mangaka-san to Assistant-san to The Animation Specials,Seinen,Special,6,7.37,21564
2051,Mangaka-san to Assistant-san to The Animation Specials,Slice of Life,Special,6,7.37,21564
2052,Mazinkaiser: Shitou! Ankoku Dai Shogun,Action,OVA,1,7.37,2216
2052,Mazinkaiser: Shitou! Ankoku Dai Shogun,Mecha,OVA,1,7.37,2216
2053,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Drama,Movie,1,7.37,5705
2053,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Mecha,Movie,1,7.37,5705
2053,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Military,Movie,1,7.37,5705
2053,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Sci-Fi,Movie,1,7.37,5705
2053,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Space,Movie,1,7.37,5705
2054,Nichijou: Nichijou no 0-wa,Comedy,OVA,1,7.37,37342
2054,Nichijou: Nichijou no 0-wa,School,OVA,1,7.37,37342
2054,Nichijou: Nichijou no 0-wa,Slice of Life,OVA,1,7.37,37342
2055,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,Adventure,Special,1,7.37,18307
2055,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,Comedy,Special,1,7.37,18307
2055,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,Fantasy,Special,1,7.37,18307
2055,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,Shounen,Special,1,7.37,18307
2056,Shinryaku! Ika Musume Specials,Comedy,Special,2,7.37,14497
2057,Slayers Revolution,Adventure,TV,13,7.37,23679
2057,Slayers Revolution,Comedy,TV,13,7.37,23679
2057,Slayers Revolution,Fantasy,TV,13,7.37,23679
2058,Sola,Drama,TV,13,7.37,71172
2058,Sola,Romance,TV,13,7.37,71172
2058,Sola,Slice of Life,TV,13,7.37,71172
2058,Sola,Supernatural,TV,13,7.37,71172
2059,Star Driver: Kagayaki no Takuto,Action,TV,25,7.37,66084
2059,Star Driver: Kagayaki no Takuto,Mecha,TV,25,7.37,66084
2059,Star Driver: Kagayaki no Takuto,Romance,TV,25,7.37,66084
2059,Star Driver: Kagayaki no Takuto,Shounen,TV,25,7.37,66084
2060,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,Comedy,Movie,1,7.37,34272
2060,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,Drama,Movie,1,7.37,34272
2060,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,Romance,Movie,1,7.37,34272
2060,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,School,Movie,1,7.37,34272
2060,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,Slice of Life,Movie,1,7.37,34272
2061,Uta no☆Prince-sama♪ Maji Love 1000%,Comedy,TV,13,7.37,105723
2061,Uta no☆Prince-sama♪ Maji Love 1000%,Harem,TV,13,7.37,105723
2061,Uta no☆Prince-sama♪ Maji Love 1000%,Music,TV,13,7.37,105723
2061,Uta no☆Prince-sama♪ Maji Love 1000%,Romance,TV,13,7.37,105723
2061,Uta no☆Prince-sama♪ Maji Love 1000%,School,TV,13,7.37,105723
2061,Uta no☆Prince-sama♪ Maji Love 1000%,Shoujo,TV,13,7.37,105723
2062,Uta no☆Prince-sama♪ Maji Love Legend Star,Comedy,TV,13,7.37,12757
2062,Uta no☆Prince-sama♪ Maji Love Legend Star,Harem,TV,13,7.37,12757
2062,Uta no☆Prince-sama♪ Maji Love Legend Star,Music,TV,13,7.37,12757
2062,Uta no☆Prince-sama♪ Maji Love Legend Star,Romance,TV,13,7.37,12757
2062,Uta no☆Prince-sama♪ Maji Love Legend Star,Shoujo,TV,13,7.37,12757
2063,Yamada-kun to 7-nin no Majo,Comedy,ONA,1,7.37,23937
2063,Yamada-kun to 7-nin no Majo,School,ONA,1,7.37,23937
2063,Yamada-kun to 7-nin no Majo,Shounen,ONA,1,7.37,23937
2063,Yamada-kun to 7-nin no Majo,Supernatural,ONA,1,7.37,23937
2064,Yokohama Kaidashi Kikou,Sci-Fi,OVA,2,7.37,12389
2064,Yokohama Kaidashi Kikou,Seinen,OVA,2,7.37,12389
2064,Yokohama Kaidashi Kikou,Slice of Life,OVA,2,7.37,12389
2065,.hack//Quantum,Action,OVA,3,7.36,26163
2065,.hack//Quantum,Adventure,OVA,3,7.36,26163
2065,.hack//Quantum,Fantasy,OVA,3,7.36,26163
2065,.hack//Quantum,Game,OVA,3,7.36,26163
2065,.hack//Quantum,Sci-Fi,OVA,3,7.36,26163
2066,Bubblegum Crisis,Adventure,OVA,8,7.36,17268
2066,Bubblegum Crisis,Mecha,OVA,8,7.36,17268
2066,Bubblegum Crisis,Sci-Fi,OVA,8,7.36,17268
2066,Bubblegum Crisis,Shounen,OVA,8,7.36,17268
2067,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Comedy,TV,13,7.36,151928
2067,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Ecchi,TV,13,7.36,151928
2067,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Fantasy,TV,13,7.36,151928
2067,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Harem,TV,13,7.36,151928
2067,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Magic,TV,13,7.36,151928
2067,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Romance,TV,13,7.36,151928
2068,Cencoroll,Action,Movie,1,7.36,56370
2068,Cencoroll,Sci-Fi,Movie,1,7.36,56370
2069,Cybersix,Action,TV,13,7.36,3607
2069,Cybersix,Adventure,TV,13,7.36,3607
2069,Cybersix,Romance,TV,13,7.36,3607
2069,Cybersix,Sci-Fi,TV,13,7.36,3607
2070,Cyborg 009: The Cyborg Soldier,Action,TV,52,7.36,14867
2070,Cyborg 009: The Cyborg Soldier,Adventure,TV,52,7.36,14867
2070,Cyborg 009: The Cyborg Soldier,Mecha,TV,52,7.36,14867
2070,Cyborg 009: The Cyborg Soldier,Sci-Fi,TV,52,7.36,14867
2070,Cyborg 009: The Cyborg Soldier,Shounen,TV,52,7.36,14867
2071,Danball Senki Wars,Action,TV,37,7.36,1880
2071,Danball Senki Wars,Kids,TV,37,7.36,1880
2071,Danball Senki Wars,Mecha,TV,37,7.36,1880
2072,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Adventure,Movie,1,7.36,51083
2072,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Comedy,Movie,1,7.36,51083
2072,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Fantasy,Movie,1,7.36,51083
2072,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Sci-Fi,Movie,1,7.36,51083
2072,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Shounen,Movie,1,7.36,51083
2074,Higurashi no Naku Koro ni Kaku: Outbreak,Horror,OVA,1,7.36,33381
2074,Higurashi no Naku Koro ni Kaku: Outbreak,Mystery,OVA,1,7.36,33381
2074,Higurashi no Naku Koro ni Kaku: Outbreak,Psychological,OVA,1,7.36,33381
2074,Higurashi no Naku Koro ni Kaku: Outbreak,Thriller,OVA,1,7.36,33381
2075,Ixion Saga DT,Action,TV,25,7.36,52569
2075,Ixion Saga DT,Comedy,TV,25,7.36,52569
2075,Ixion Saga DT,Fantasy,TV,25,7.36,52569
2076,Karneval (TV),Action,TV,13,7.36,108174
2076,Karneval (TV),Fantasy,TV,13,7.36,108174
2076,Karneval (TV),Mystery,TV,13,7.36,108174
2076,Karneval (TV),Sci-Fi,TV,13,7.36,108174
2076,Karneval (TV),Shoujo,TV,13,7.36,108174
2077,Kimi no Kokoro wa Kagayaiteru kai?,Music,Music,1,7.35,2762
2078,Kotoura-san,Comedy,TV,12,7.36,123691
2078,Kotoura-san,Drama,TV,12,7.36,123691
2078,Kotoura-san,Romance,TV,12,7.36,123691
2078,Kotoura-san,School,TV,12,7.36,123691
2079,Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,Comedy,Movie,1,7.38,5492
2079,Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,Shounen,Movie,1,7.38,5492
2079,Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou,Sports,Movie,1,7.38,5492
2080,Kyouran Kazoku Nikki,Comedy,TV,26,7.36,20883
2080,Kyouran Kazoku Nikki,Sci-Fi,TV,26,7.36,20883
2081,Le Chevalier D&#039;Eon,Historical,TV,24,7.36,33035
2081,Le Chevalier D&#039;Eon,Magic,TV,24,7.36,33035
2081,Le Chevalier D&#039;Eon,Mystery,TV,24,7.36,33035
2081,Le Chevalier D&#039;Eon,Seinen,TV,24,7.36,33035
2081,Le Chevalier D&#039;Eon,Supernatural,TV,24,7.36,33035
2082,Love Hina Again,Comedy,OVA,3,7.36,61154
2082,Love Hina Again,Drama,OVA,3,7.36,61154
2082,Love Hina Again,Ecchi,OVA,3,7.36,61154
2082,Love Hina Again,Romance,OVA,3,7.36,61154
2082,Love Hina Again,Shounen,OVA,3,7.36,61154
2083,"Love Hina: Motoko no Sentaku, Koi ka Ken... &quot;Naku na&quot;",Drama,Special,1,7.36,28222
2083,"Love Hina: Motoko no Sentaku, Koi ka Ken... &quot;Naku na&quot;",Romance,Special,1,7.36,28222
2083,"Love Hina: Motoko no Sentaku, Koi ka Ken... &quot;Naku na&quot;",Slice of Life,Special,1,7.36,28222
2084,Mai-Otome Zwei,Action,OVA,4,7.36,14615
2084,Mai-Otome Zwei,Magic,OVA,4,7.36,14615
2085,Masuda Kousuke Gekijou Gag Manga Biyori 3,Comedy,TV,12,7.36,1615
2086,MM!,Comedy,TV,12,7.36,129672
2086,MM!,Ecchi,TV,12,7.36,129672
2086,MM!,Harem,TV,12,7.36,129672
2086,MM!,School,TV,12,7.36,129672
2087,Mobile Suit Gundam Seed Destiny,Action,TV,50,7.36,65896
2087,Mobile Suit Gundam Seed Destiny,Drama,TV,50,7.36,65896
2087,Mobile Suit Gundam Seed Destiny,Mecha,TV,50,7.36,65896
2087,Mobile Suit Gundam Seed Destiny,Military,TV,50,7.36,65896
2087,Mobile Suit Gundam Seed Destiny,Romance,TV,50,7.36,65896
2087,Mobile Suit Gundam Seed Destiny,Sci-Fi,TV,50,7.36,65896
2087,Mobile Suit Gundam Seed Destiny,Space,TV,50,7.36,65896
2088,Natsuyuki Rendezvous,Drama,TV,11,7.36,40958
2088,Natsuyuki Rendezvous,Josei,TV,11,7.36,40958
2088,Natsuyuki Rendezvous,Romance,TV,11,7.36,40958
2088,Natsuyuki Rendezvous,Supernatural,TV,11,7.36,40958
2089,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,Adventure,Special,1,7.36,5914
2089,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,Comedy,Special,1,7.36,5914
2089,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,Fantasy,Special,1,7.36,5914
2089,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,Shounen,Special,1,7.36,5914
2090,Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen,Comedy,Special,4,7.36,11400
2090,Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen,Parody,Special,4,7.36,11400
2090,Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen,Shounen,Special,4,7.36,11400
2091,Suite Precure♪,Action,TV,48,7.36,7314
2091,Suite Precure♪,Fantasy,TV,48,7.36,7314
2091,Suite Precure♪,Magic,TV,48,7.36,7314
2091,Suite Precure♪,Shoujo,TV,48,7.36,7314
2092,Sukitte Ii na yo.: Dareka ga,Romance,OVA,1,7.36,27802
2092,Sukitte Ii na yo.: Dareka ga,School,OVA,1,7.36,27802
2092,Sukitte Ii na yo.: Dareka ga,Shoujo,OVA,1,7.36,27802
2093,Tatakau Shisho: The Book of Bantorra,Action,TV,27,7.36,35520
2093,Tatakau Shisho: The Book of Bantorra,Fantasy,TV,27,7.36,35520
2093,Tatakau Shisho: The Book of Bantorra,Seinen,TV,27,7.36,35520
2093,Tatakau Shisho: The Book of Bantorra,Super Power,TV,27,7.36,35520
2094,Tonari no Yamada-kun,Comedy,Movie,1,7.36,16442
2094,Tonari no Yamada-kun,Slice of Life,Movie,1,7.36,16442
2095,Witch Hunter Robin,Action,TV,26,7.36,64905
2095,Witch Hunter Robin,Drama,TV,26,7.36,64905
2095,Witch Hunter Robin,Magic,TV,26,7.36,64905
2095,Witch Hunter Robin,Mystery,TV,26,7.36,64905
2095,Witch Hunter Robin,Police,TV,26,7.36,64905
2095,Witch Hunter Robin,Supernatural,TV,26,7.36,64905
2096,Yokohama Kaidashi Kikou: Quiet Country Cafe,Sci-Fi,OVA,2,7.36,7609
2096,Yokohama Kaidashi Kikou: Quiet Country Cafe,Seinen,OVA,2,7.36,7609
2096,Yokohama Kaidashi Kikou: Quiet Country Cafe,Slice of Life,OVA,2,7.36,7609
2097,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,Action,OVA,1,7.36,4277
2097,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,Comedy,OVA,1,7.36,4277
2097,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,Shounen,OVA,1,7.36,4277
2097,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,Supernatural,OVA,1,7.36,4277
2098,Ajin Part 3: Shougeki,Action,Movie,1,7.36,9638
2098,Ajin Part 3: Shougeki,Horror,Movie,1,7.36,9638
2098,Ajin Part 3: Shougeki,Mystery,Movie,1,7.36,9638
2098,Ajin Part 3: Shougeki,Seinen,Movie,1,7.36,9638
2098,Ajin Part 3: Shougeki,Supernatural,Movie,1,7.36,9638
2099,All Alone With You,Fantasy,Music,1,7.35,7612
2099,All Alone With You,Music,Music,1,7.35,7612
2100,Amagami SS: Tachibana Miya-hen - Imouto,School,Special,1,7.35,31019
2101,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,Comedy,Special,1,7.35,30342
2102,Captain Tsubasa,Action,TV,128,7.35,36623
2102,Captain Tsubasa,Shounen,TV,128,7.35,36623
2102,Captain Tsubasa,Sports,TV,128,7.35,36623
2103,Clannad Movie,Drama,Movie,1,7.35,99506
2103,Clannad Movie,Fantasy,Movie,1,7.35,99506
2103,Clannad Movie,Romance,Movie,1,7.35,99506
2103,Clannad Movie,School,Movie,1,7.35,99506
2104,D.N.Angel,Action,TV,26,7.35,126914
2104,D.N.Angel,Comedy,TV,26,7.35,126914
2104,D.N.Angel,Fantasy,TV,26,7.35,126914
2104,D.N.Angel,Magic,TV,26,7.35,126914
2104,D.N.Angel,Romance,TV,26,7.35,126914
2104,D.N.Angel,School,TV,26,7.35,126914
2104,D.N.Angel,Shoujo,TV,26,7.35,126914
2105,Dimension W,Action,TV,12,7.36,130028
2105,Dimension W,Sci-Fi,TV,12,7.36,130028
2105,Dimension W,Seinen,TV,12,7.36,130028
2106,Druaga no Tou: The Aegis of Uruk,Adventure,TV,12,7.35,69683
2106,Druaga no Tou: The Aegis of Uruk,Comedy,TV,12,7.35,69683
2106,Druaga no Tou: The Aegis of Uruk,Fantasy,TV,12,7.35,69683
2107,Gear Fighter Dendoh,Action,TV,38,7.35,1548
2107,Gear Fighter Dendoh,Adventure,TV,38,7.35,1548
2107,Gear Fighter Dendoh,Mecha,TV,38,7.35,1548
2107,Gear Fighter Dendoh,School,TV,38,7.35,1548
2107,Gear Fighter Dendoh,Sci-Fi,TV,38,7.35,1548
2107,Gear Fighter Dendoh,Space,TV,38,7.35,1548
2108,Hunter x Hunter Movie: The Last Mission,Action,Movie,1,7.35,37633
2108,Hunter x Hunter Movie: The Last Mission,Adventure,Movie,1,7.35,37633
2108,Hunter x Hunter Movie: The Last Mission,Shounen,Movie,1,7.35,37633
2108,Hunter x Hunter Movie: The Last Mission,Super Power,Movie,1,7.35,37633
2109,Jungle no Ouja Taa-chan,Action,TV,50,7.35,801
2109,Jungle no Ouja Taa-chan,Comedy,TV,50,7.35,801
